regulatory	KO
Dapma7bEVm015727t1	K13126
Dapma7bEVm012711t1	K02962
Dapma7bEVm028968t1	
Dapma7bEVm028709t1	
Dapma7bEVm013289t1	K02978
Dapma7bEVm016457t1	
Dapma7bEVm027276t1	
Dapma7bEVm012123t1	K01527
Dapma7bEVm013250t1	K02886
Dapma7bEVm003948t1	
Dapma7bEVm018923t1	
Dapma7bEVm011022t1	
Dapma7bEVm003777t1	K14801
Dapma7bEVm000910t1	K04733
Dapma7bEVm029221t1	
Dapma7bEVm027519t1	K06631
Dapma7bEVm006845t1	K02902
Dapma7bEVm004222t1	
Dapma7bEVm001933t1	K08171
Dapma7bEVm001801t1	
Dapma7bEVm000659t1	K20639
Dapma7bEVm003035t1	K06584
Dapma7bEVm029234t1	K11147
Dapma7bEVm006108t1	K02537
Dapma7bEVm005168t1	K14464
Dapma7bEVm027902t1	K02935
Dapma7bEVm000911t1	K08869
Dapma7bEVm006977t1	K11578
Dapma7bEVm004924t1	K15129
Dapma7bEVm015946t1	
Dapma7bEVm015470t1	
Dapma7bEVm012233t1	K04079
Dapma7bEVm011612t1	
Dapma7bEVm012415t1	K02872
Dapma7bEVm013262t1	K02974
Dapma7bEVm028605t1	
Dapma7bEVm017922t1	K01312
Dapma7bEVm010521t1	K20526
Dapma7bEVm019181t1	
Dapma7bEVm006204t1	K06692
Dapma7bEVm001671t1	
Dapma7bEVm001849t1	K15043
Dapma7bEVm000704t1	
Dapma7bEVm003430t1	K11187
Dapma7bEVm001666t1	
Dapma7bEVm000205t1	K16506
Dapma7bEVm005400t1	K19761
Dapma7bEVm003515t1	K12168
Dapma7bEVm003424t1	K22855
Dapma7bEVm015128t1	K04224
Dapma7bEVm007470t1	
Dapma7bEVm003371t1	
Dapma7bEVm017321t1	
Dapma7bEVm009689t1	K12044
Dapma7bEVm003309t1	K03029
Dapma7bEVm000262t1	K23342
Dapma7bEVm022839t1	
Dapma7bEVm015380t1	K03262
Dapma7bEVm002520t1	
Dapma7bEVm002823t1	K13335
Dapma7bEVm000178t1	
Dapma7bEVm005641t1	K01409
Dapma7bEVm023249t1	
Dapma7bEVm009461t1	K06254
Dapma7bEVm028308t1	
Dapma7bEVm009574t1	
Dapma7bEVm000206t1	K11262
Dapma7bEVm023891t1	
Dapma7bEVm024237t1	K22943
Dapma7bEVm018554t1	
Dapma7bEVm027688t1	
Dapma7bEVm007204t1	
Dapma7bEVm011479t1	
Dapma7bEVm023384t1	K01310
Dapma7bEVm002752t1	
Dapma7bEVm008196t1	
Dapma7bEVm029532t1	
Dapma7bEVm027691t1	K00643
Dapma7bEVm028198t1	
Dapma7bEVm002405t1	
Dapma7bEVm000432t1	
Dapma7bEVm002979t1	
Dapma7bEVm011740t1	
Dapma7bEVm000101t1	
Dapma7bEVm009644t1	
Dapma7bEVm001697t1	
Dapma7bEVm027464t1	K05641
Dapma7bEVm009517t1	
Dapma7bEVm028380t1	
Dapma7bEVm011119t1	
Dapma7bEVm001078t1	
Dapma7bEVm004101t1	K10481
Dapma7bEVm005496t1	
Dapma7bEVm018564t1	K04578
Dapma7bEVm027813t1	
Dapma7bEVm005016t1	
Dapma7bEVm003892t1	
Dapma7bEVm006340t1	
Dapma7bEVm015291t1	K14258
Dapma7bEVm003266t1	K24629
Dapma7bEVm018669t1	
Dapma7bEVm005151t1	
Dapma7bEVm028514t1	
Dapma7bEVm023187t1	K00856
Dapma7bEVm005188t1	
Dapma7bEVm002398t1	
Dapma7bEVm010943t1	K09319
Dapma7bEVm004724t1	K07767
Dapma7bEVm028978t1	
Dapma7bEVm005893t1	
Dapma7bEVm001780t1	K17785
Dapma7bEVm010391t1	
Dapma7bEVm028964t1	
Dapma7bEVm009604t1	
Dapma7bEVm010228t1	
Dapma7bEVm029262t1	
Dapma7bEVm003660t1	K01810
Dapma7bEVm005119t1	K00901
Dapma7bEVm001706t1	K03021
Dapma7bEVm002538t1	
Dapma7bEVm006300t1	
Dapma7bEVm010693t1	
Dapma7bEVm003618t1	
Dapma7bEVm005503t1	
Dapma7bEVm002554t1	K26273
Dapma7bEVm001811t1	
Dapma7bEVm000098t1	
Dapma7bEVm011129t1	K15361
Dapma7bEVm003157t1	
Dapma7bEVm000498t1	K12366
Dapma7bEVm003296t1	K17525
Dapma7bEVm005266t1	K17095
Dapma7bEVm000117t1	K17906
Dapma7bEVm003974t1	K10359
Dapma7bEVm005065t1	K24940
Dapma7bEVm006295t1	K00774
Dapma7bEVm001707t1	
Dapma7bEVm000971t1	K11153
Dapma7bEVm009643t1	
Dapma7bEVm005817t1	K20476
Dapma7bEVm000227t1	
Dapma7bEVm000367t1	K01349
Dapma7bEVm004106t1	K21594
Dapma7bEVm005517t1	
Dapma7bEVm004009t1	
Dapma7bEVm003557t1	
Dapma7bEVm027468t1	K21991
Dapma7bEVm029206t1	
Dapma7bEVm029009t1	
Dapma7bEVm015096t1	
Dapma7bEVm006088t1	K16449
Dapma7bEVm003995t1	K11858
Dapma7bEVm006201t1	K11672
Dapma7bEVm004213t1	
Dapma7bEVm004212t1	
Dapma7bEVm012130t1	K05679
Dapma7bEVm005504t1	K05036
Dapma7bEVm028062t1	
Dapma7bEVm004358t1	
Dapma7bEVm007308t1	K10718
Dapma7bEVm006517t1	K02684
Dapma7bEVm011483t1	K03098
Dapma7bEVm009852t1	
Dapma7bEVm005932t1	
Dapma7bEVm006558t1	
Dapma7bEVm000604t1	K06237
Dapma7bEVm005890t1	
Dapma7bEVm000171t1	K15728
Dapma7bEVm002359t1	
Dapma7bEVm018617t1	
Dapma7bEVm004102t1	K09583
Dapma7bEVm010050t1	K14459
Dapma7bEVm005609t1	K01488
Dapma7bEVm003076t1	K11844
Dapma7bEVm010197t1	
Dapma7bEVm003067t1	
Dapma7bEVm000677t1	K15980
Dapma7bEVm011427t1	K05544
Dapma7bEVm009524t1	K19479
Dapma7bEVm003502t1	K13526
Dapma7bEVm006360t1	K03011
Dapma7bEVm003751t1	K13093
Dapma7bEVm001438t1	K05677
Dapma7bEVm006746t1	
Dapma7bEVm002216t1	
Dapma7bEVm005636t1	K14299
Dapma7bEVm003584t1	
Dapma7bEVm004343t1	K22282
Dapma7bEVm004826t1	K07512
Dapma7bEVm003912t1	K24399
Dapma7bEVm000430t1	K01785
Dapma7bEVm015385t1	K09191
Dapma7bEVm003129t1	
Dapma7bEVm007277t1	K24628
Dapma7bEVm005602t1	
Dapma7bEVm005132t1	K08288
Dapma7bEVm006277t1	
Dapma7bEVm017213t1	
Dapma7bEVm002863t1	K06989
Dapma7bEVm005912t1	K03103
Dapma7bEVm004644t1	K01110
Dapma7bEVm018512t1	K13963
Dapma7bEVm010949t1	K11404
Dapma7bEVm009491t1	
Dapma7bEVm011844t1	K17424
Dapma7bEVm002446t1	
Dapma7bEVm000425t1	K15446
Dapma7bEVm004323t1	
Dapma7bEVm004150t1	K04585
Dapma7bEVm007319t1	
Dapma7bEVm027257t1	K03678
Dapma7bEVm002702t1	
Dapma7bEVm003166t1	
Dapma7bEVm001987t1	
Dapma7bEVm000695t1	K08142
Dapma7bEVm023641t1	K15430
Dapma7bEVm028983t1	
Dapma7bEVm002021t1	
Dapma7bEVm005099t1	K05678
Dapma7bEVm005550t1	K14961
Dapma7bEVm002325t1	K05273
Dapma7bEVm027939t1	
Dapma7bEVm010502t1	K00249
Dapma7bEVm008223t1	
Dapma7bEVm005112t1	K23972
Dapma7bEVm016891t1	
Dapma7bEVm001502t1	
Dapma7bEVm002849t1	
Dapma7bEVm004246t1	K11803
Dapma7bEVm010046t1	K10301
Dapma7bEVm007625t1	K10756
Dapma7bEVm002421t1	
Dapma7bEVm008087t1	K00657
Dapma7bEVm010303t1	
Dapma7bEVm028560t1	
Dapma7bEVm011294t1	
Dapma7bEVm006068t1	
Dapma7bEVm029621t1	
Dapma7bEVm015705t1	K14464
Dapma7bEVm007864t1	K17432
Dapma7bEVm004948t1	
Dapma7bEVm028472t1	
Dapma7bEVm011303t1	
Dapma7bEVm005227t1	
Dapma7bEVm001913t1	K06229
Dapma7bEVm008193t1	
Dapma7bEVm000089t1	K23677
Dapma7bEVm001910t1	K08660
Dapma7bEVm012229t1	
Dapma7bEVm000544t1	K09597
Dapma7bEVm003301t1	K03644
Dapma7bEVm005964t1	
Dapma7bEVm003130t1	K18743
Dapma7bEVm007249t1	
Dapma7bEVm008417t1	K13280
Dapma7bEVm005406t1	
Dapma7bEVm003803t1	K10146
Dapma7bEVm004203t1	
Dapma7bEVm010675t1	K13199
Dapma7bEVm007156t1	
Dapma7bEVm002876t1	
Dapma7bEVm000575t1	K19788
Dapma7bEVm003194t1	
Dapma7bEVm027786t1	K12298
Dapma7bEVm003220t1	
Dapma7bEVm015488t1	
Dapma7bEVm027384t1	K05658
Dapma7bEVm009579t1	K14006
Dapma7bEVm004366t1	K14962
Dapma7bEVm004275t1	K01204
Dapma7bEVm002001t1	K03386
Dapma7bEVm004636t1	K06185
Dapma7bEVm012757t1	K04255
Dapma7bEVm004395t1	
Dapma7bEVm008224t1	K14560
Dapma7bEVm027826t1	
Dapma7bEVm002440t1	
Dapma7bEVm028333t1	K03098
Dapma7bEVm007380t1	K02961
Dapma7bEVm003836t1	K08343
Dapma7bEVm009697t1	
Dapma7bEVm009535t1	K01025
Dapma7bEVm007484t1	
Dapma7bEVm003139t1	K01510
Dapma7bEVm015441t1	K05765
Dapma7bEVm000403t1	K12471
Dapma7bEVm011817t1	K04739
Dapma7bEVm006975t1	
Dapma7bEVm002918t1	K16174
Dapma7bEVm000935t1	K01052
Dapma7bEVm002874t1	K23541
Dapma7bEVm006533t1	K12304
Dapma7bEVm007970t1	
Dapma7bEVm007544t1	K04392
Dapma7bEVm007658t1	K10335
Dapma7bEVm005617t1	K12164
Dapma7bEVm010882t1	
Dapma7bEVm001874t1	K11155
Dapma7bEVm008284t1	K12260
Dapma7bEVm005634t1	K15789
Dapma7bEVm012652t1	
Dapma7bEVm002422t1	K26216
Dapma7bEVm007510t1	K10657
Dapma7bEVm003955t1	K03105
Dapma7bEVm008304t1	K03963
Dapma7bEVm010279t1	
Dapma7bEVm019907t1	K01489
Dapma7bEVm005978t1	K01025
Dapma7bEVm001460t1	
Dapma7bEVm015585t1	K10435
Dapma7bEVm008198t1	
Dapma7bEVm006441t1	K04565
Dapma7bEVm005186t1	K00819
Dapma7bEVm028330t1	
Dapma7bEVm004872t1	K05609
Dapma7bEVm002040t1	K04565
Dapma7bEVm007854t1	K00760
Dapma7bEVm000411t1	
Dapma7bEVm010653t1	
Dapma7bEVm010579t1	
Dapma7bEVm027732t1	
Dapma7bEVm022846t1	
Dapma7bEVm017860t1	
Dapma7bEVm002953t1	
Dapma7bEVm003805t1	K02863
Dapma7bEVm001796t1	
Dapma7bEVm002901t1	
Dapma7bEVm027682t1	K05125
Dapma7bEVm027859t1	K03870
Dapma7bEVm023201t1	
Dapma7bEVm014992t1	K18050
Dapma7bEVm002811t1	
Dapma7bEVm002431t1	K01025
Dapma7bEVm017266t1	
Dapma7bEVm018172t1	K11251
Dapma7bEVm004035t1	
Dapma7bEVm004337t1	K08664
Dapma7bEVm023687t1	
Dapma7bEVm028642t1	
Dapma7bEVm013666t1	
Dapma7bEVm011700t1	K03439
Dapma7bEVm024410t1	
Dapma7bEVm015148t1	K16575
Dapma7bEVm028738t1	
Dapma7bEVm002970t1	
Dapma7bEVm029334t1	
Dapma7bEVm018440t1	
Dapma7bEVm003946t1	K13348
Dapma7bEVm003772t1	
Dapma7bEVm006165t1	
Dapma7bEVm004950t1	K17407
Dapma7bEVm007618t1	K06774
Dapma7bEVm014623t1	
Dapma7bEVm002180t1	K06569
Dapma7bEVm010987t1	K07904
Dapma7bEVm030564t1	
Dapma7bEVm001363t1	K14544
Dapma7bEVm003811t1	
Dapma7bEVm004536t1	
Dapma7bEVm002209t1	K00234
Dapma7bEVm001433t1	
Dapma7bEVm018744t1	
Dapma7bEVm007214t1	K12494
Dapma7bEVm010141t1	
Dapma7bEVm000252t1	
Dapma7bEVm024066t1	
Dapma7bEVm011892t1	K03025
Dapma7bEVm023028t1	
Dapma7bEVm002019t1	
Dapma7bEVm005976t1	
Dapma7bEVm002591t1	
Dapma7bEVm004682t1	K19511
Dapma7bEVm000007t1	
Dapma7bEVm012058t1	
Dapma7bEVm006096t1	
Dapma7bEVm012403t1	
Dapma7bEVm029023t1	
Dapma7bEVm013660t1	
Dapma7bEVm027924t1	K05925
Dapma7bEVm009776t1	
Dapma7bEVm002278t1	K00643
Dapma7bEVm024185t1	
Dapma7bEVm000655t1	
Dapma7bEVm008368t1	
Dapma7bEVm000749t1	
Dapma7bEVm002632t1	K04730
Dapma7bEVm001847t1	K07739
Dapma7bEVm027303t1	
Dapma7bEVm015319t1	
Dapma7bEVm002885t1	K11864
Dapma7bEVm015200t1	K15153
Dapma7bEVm005528t1	K11790
Dapma7bEVm030565t1	
Dapma7bEVm003048t1	K05313
Dapma7bEVm011132t1	
Dapma7bEVm028844t1	
Dapma7bEVm028214t1	
Dapma7bEVm028043t1	
Dapma7bEVm029309t1	
Dapma7bEVm002166t1	K01349
Dapma7bEVm010107t1	
Dapma7bEVm011083t1	K01527
Dapma7bEVm001622t1	K25079
Dapma7bEVm003628t1	K17458
Dapma7bEVm027892t1	
Dapma7bEVm016738t1	
Dapma7bEVm001833t1	
Dapma7bEVm002845t1	
Dapma7bEVm012138t1	
Dapma7bEVm030566t1	
Dapma7bEVm029219t1	K05397
Dapma7bEVm007613t1	
Dapma7bEVm002282t1	K03440
Dapma7bEVm003936t1	K04564
Dapma7bEVm003735t1	
Dapma7bEVm013254t1	
Dapma7bEVm007094t1	K01334
Dapma7bEVm013627t1	
Dapma7bEVm015496t1	
Dapma7bEVm005021t1	K11136
Dapma7bEVm004869t1	
Dapma7bEVm007769t1	
Dapma7bEVm002393t1	K00777
Dapma7bEVm000132t1	
Dapma7bEVm010867t1	
Dapma7bEVm006082t1	K13443
Dapma7bEVm010646t1	K23791
Dapma7bEVm002367t1	
Dapma7bEVm005675t1	
Dapma7bEVm002626t1	
Dapma7bEVm011469t1	
Dapma7bEVm015300t1	K00445
Dapma7bEVm005352t1	
Dapma7bEVm015674t1	K14708
Dapma7bEVm006685t1	
Dapma7bEVm002787t1	K01025
Dapma7bEVm028977t1	
Dapma7bEVm010144t1	K23049
Dapma7bEVm007489t1	
Dapma7bEVm006188t1	
Dapma7bEVm007471t1	
Dapma7bEVm015366t1	
Dapma7bEVm009960t1	K03283
Dapma7bEVm000818t1	
Dapma7bEVm000671t1	K05034
Dapma7bEVm004497t1	
Dapma7bEVm000613t1	
Dapma7bEVm005455t1	K10777
Dapma7bEVm030567t1	
Dapma7bEVm009881t1	
Dapma7bEVm016078t1	
Dapma7bEVm001503t1	K01565
Dapma7bEVm010042t1	K12349
Dapma7bEVm019191t1	
Dapma7bEVm011841t1	
Dapma7bEVm006037t1	
Dapma7bEVm015066t1	
Dapma7bEVm011655t1	K05323
Dapma7bEVm011415t1	
Dapma7bEVm004926t1	
Dapma7bEVm003276t1	K27277
Dapma7bEVm012277t1	K10523
Dapma7bEVm002412t1	
Dapma7bEVm003078t1	
Dapma7bEVm022891t1	
Dapma7bEVm010453t1	
Dapma7bEVm000126t1	
Dapma7bEVm000280t1	K04944
Dapma7bEVm018393t1	K08635
Dapma7bEVm002556t1	K06826
Dapma7bEVm029594t1	
Dapma7bEVm015284t1	
Dapma7bEVm002793t1	
Dapma7bEVm022902t1	
Dapma7bEVm000121t1	
Dapma7bEVm010028t1	K07376
Dapma7bEVm000864t1	
Dapma7bEVm002086t1	
Dapma7bEVm003683t1	K15175
Dapma7bEVm001704t1	
Dapma7bEVm005317t1	K12606
Dapma7bEVm001642t1	K08493
Dapma7bEVm002562t1	K11348
Dapma7bEVm000281t1	K12311
Dapma7bEVm010235t1	
Dapma7bEVm006778t1	K15109
Dapma7bEVm001081t1	K01192
Dapma7bEVm001025t1	
Dapma7bEVm018425t1	
Dapma7bEVm018463t1	
Dapma7bEVm004511t1	
Dapma7bEVm011410t1	
Dapma7bEVm010621t1	K18406
Dapma7bEVm022731t1	K18914
Dapma7bEVm003095t1	K20295
Dapma7bEVm005005t1	
Dapma7bEVm002474t1	K10100
Dapma7bEVm006412t1	
Dapma7bEVm004076t1	K18723
Dapma7bEVm002175t1	K12353
Dapma7bEVm005191t1	K11298
Dapma7bEVm004952t1	K02911
Dapma7bEVm001492t1	
Dapma7bEVm007118t1	
Dapma7bEVm007462t1	
Dapma7bEVm012273t1	
Dapma7bEVm001218t1	K14938
Dapma7bEVm001839t1	
Dapma7bEVm002430t1	K01368
Dapma7bEVm002708t1	
Dapma7bEVm006383t1	K07933
Dapma7bEVm015023t1	
Dapma7bEVm017308t1	
Dapma7bEVm001277t1	K00011
Dapma7bEVm006027t1	
Dapma7bEVm009716t1	K16055
Dapma7bEVm001232t1	
Dapma7bEVm004329t1	
Dapma7bEVm004192t1	K13524
Dapma7bEVm004524t1	
Dapma7bEVm010390t1	
Dapma7bEVm000291t1	K00471
Dapma7bEVm010694t1	K19511
Dapma7bEVm027450t1	K05673
Dapma7bEVm005449t1	
Dapma7bEVm011215t1	
Dapma7bEVm004603t1	K14546
Dapma7bEVm001852t1	
Dapma7bEVm007705t1	K26232
Dapma7bEVm005061t1	K11832
Dapma7bEVm001163t1	
Dapma7bEVm000632t1	
Dapma7bEVm010848t1	
Dapma7bEVm004612t1	K20465
Dapma7bEVm001745t1	K09486
Dapma7bEVm010758t1	K14801
Dapma7bEVm027249t1	
Dapma7bEVm003610t1	
Dapma7bEVm027824t1	K20030
Dapma7bEVm000968t1	K15119
Dapma7bEVm001505t1	
Dapma7bEVm002705t1	K17655
Dapma7bEVm005468t1	
Dapma7bEVm012396t1	
Dapma7bEVm002386t1	
Dapma7bEVm027683t1	
Dapma7bEVm002427t1	K00273
Dapma7bEVm010373t1	K20840
Dapma7bEVm010069t1	K06634
Dapma7bEVm005415t1	
Dapma7bEVm003374t1	K13248
Dapma7bEVm004426t1	
Dapma7bEVm019731t1	
Dapma7bEVm004252t1	K08743
Dapma7bEVm008347t1	
Dapma7bEVm002888t1	K20363
Dapma7bEVm015084t1	
Dapma7bEVm001638t1	
Dapma7bEVm006527t1	
Dapma7bEVm003328t1	K15272
Dapma7bEVm003159t1	K15026
Dapma7bEVm001249t1	K00802
Dapma7bEVm006851t1	K10660
Dapma7bEVm006577t1	K05955
Dapma7bEVm003907t1	K12836
Dapma7bEVm002881t1	K08507
Dapma7bEVm006029t1	K14765
Dapma7bEVm010251t1	K00637
Dapma7bEVm010418t1	K00011
Dapma7bEVm006202t1	
Dapma7bEVm011350t1	
Dapma7bEVm002611t1	K12882
Dapma7bEVm007264t1	K05051
Dapma7bEVm027377t1	
Dapma7bEVm015237t1	
Dapma7bEVm002469t1	K12865
Dapma7bEVm028029t1	
Dapma7bEVm012331t1	K01512
Dapma7bEVm004241t1	
Dapma7bEVm015318t1	K10684
Dapma7bEVm007828t1	K15296
Dapma7bEVm015378t1	K15001
Dapma7bEVm012436t1	K13676
Dapma7bEVm023994t1	K19511
Dapma7bEVm028510t1	K17345
Dapma7bEVm001463t1	K01832
Dapma7bEVm004092t1	K01283
Dapma7bEVm000779t1	K24473
Dapma7bEVm007516t1	
Dapma7bEVm003420t1	K11377
Dapma7bEVm000440t1	K21440
Dapma7bEVm007463t1	K06172
Dapma7bEVm027759t1	K13528
Dapma7bEVm027649t1	
Dapma7bEVm018762t1	
Dapma7bEVm004906t1	
Dapma7bEVm018635t1	
Dapma7bEVm027291t1	
Dapma7bEVm029620t1	K04256
Dapma7bEVm029196t1	
Dapma7bEVm008025t1	
Dapma7bEVm015675t1	
Dapma7bEVm023171t1	
Dapma7bEVm011714t1	
Dapma7bEVm024382t1	
Dapma7bEVm003492t1	
Dapma7bEVm009667t1	K02127
Dapma7bEVm027900t1	
Dapma7bEVm011670t1	K11088
Dapma7bEVm001846t1	K04372
Dapma7bEVm010538t1	K06460
Dapma7bEVm005997t1	K15266
Dapma7bEVm003073t1	K05034
Dapma7bEVm003752t1	
Dapma7bEVm028958t1	
Dapma7bEVm023097t1	
Dapma7bEVm007229t1	K22641
Dapma7bEVm007313t1	
Dapma7bEVm004033t1	
Dapma7bEVm011946t1	K26403
Dapma7bEVm011357t1	K14464
Dapma7bEVm011523t1	K05956
Dapma7bEVm027784t1	K15447
Dapma7bEVm005679t1	K14321
Dapma7bEVm002836t1	
Dapma7bEVm004683t1	K24939
Dapma7bEVm001884t1	
Dapma7bEVm002575t1	K13862
Dapma7bEVm028042t1	
Dapma7bEVm029232t1	
Dapma7bEVm011627t1	
Dapma7bEVm000469t1	K06842
Dapma7bEVm005129t1	K00977
Dapma7bEVm015335t1	
Dapma7bEVm007431t1	
Dapma7bEVm000653t1	K00111
Dapma7bEVm000608t1	
Dapma7bEVm001204t1	
Dapma7bEVm015140t1	
Dapma7bEVm010589t1	K04887
Dapma7bEVm028763t1	
Dapma7bEVm008844t1	K18160
Dapma7bEVm006541t1	K10302
Dapma7bEVm012364t1	
Dapma7bEVm002938t1	K25745
Dapma7bEVm011352t1	
Dapma7bEVm028553t1	
Dapma7bEVm008546t1	
Dapma7bEVm000050t1	
Dapma7bEVm015069t1	K17286
Dapma7bEVm001161t1	K06057
Dapma7bEVm002091t1	K11446
Dapma7bEVm006210t1	K13811
Dapma7bEVm000908t1	K10426
Dapma7bEVm004905t1	K18189
Dapma7bEVm003479t1	
Dapma7bEVm029552t1	
Dapma7bEVm002320t1	K10637
Dapma7bEVm004469t1	K12947
Dapma7bEVm010964t1	K06125
Dapma7bEVm007324t1	K00721
Dapma7bEVm007654t1	
Dapma7bEVm003400t1	
Dapma7bEVm029421t1	
Dapma7bEVm019382t1	
Dapma7bEVm006174t1	
Dapma7bEVm011803t1	K26269
Dapma7bEVm016863t1	
Dapma7bEVm012005t1	K02900
Dapma7bEVm007123t1	
Dapma7bEVm009677t1	
Dapma7bEVm001317t1	
Dapma7bEVm028548t1	K01312
Dapma7bEVm009594t1	
Dapma7bEVm001465t1	
Dapma7bEVm005445t1	
Dapma7bEVm010560t1	
Dapma7bEVm002636t1	K08601
Dapma7bEVm001434t1	
Dapma7bEVm003010t1	K01109
Dapma7bEVm003119t1	
Dapma7bEVm001446t1	K05657
Dapma7bEVm004994t1	K06767
Dapma7bEVm001894t1	K22647
Dapma7bEVm011014t1	
Dapma7bEVm023867t1	
Dapma7bEVm011508t1	
Dapma7bEVm006111t1	
Dapma7bEVm010536t1	K09073
Dapma7bEVm012737t1	K02868
Dapma7bEVm007374t1	
Dapma7bEVm015323t1	K00134
Dapma7bEVm003605t1	K18283
Dapma7bEVm006127t1	
Dapma7bEVm006159t1	
Dapma7bEVm009908t1	K17255
Dapma7bEVm015446t1	
Dapma7bEVm001633t1	
Dapma7bEVm010759t1	K15279
Dapma7bEVm005481t1	
Dapma7bEVm015464t1	
Dapma7bEVm014967t1	
Dapma7bEVm001752t1	K08017
Dapma7bEVm003463t1	
Dapma7bEVm015298t1	K01334
Dapma7bEVm005554t1	
Dapma7bEVm005956t1	
Dapma7bEVm027835t1	K19904
Dapma7bEVm011514t1	
Dapma7bEVm005695t1	
Dapma7bEVm000213t1	K08018
Dapma7bEVm004988t1	
Dapma7bEVm009453t1	
Dapma7bEVm001130t1	K25166
Dapma7bEVm027717t1	
Dapma7bEVm002986t1	K14303
Dapma7bEVm000436t1	
Dapma7bEVm005116t1	
Dapma7bEVm000396t1	K13342
Dapma7bEVm010374t1	K01183
Dapma7bEVm001346t1	K18809
Dapma7bEVm005359t1	K23614
Dapma7bEVm009961t1	K16732
Dapma7bEVm007813t1	
Dapma7bEVm006247t1	K06774
Dapma7bEVm016222t1	K01988
Dapma7bEVm028112t1	
Dapma7bEVm003771t1	
Dapma7bEVm027355t1	
Dapma7bEVm018591t1	
Dapma7bEVm005433t1	K05030
Dapma7bEVm004495t1	K24469
Dapma7bEVm006207t1	
Dapma7bEVm028929t1	K26544
Dapma7bEVm030568t1	
Dapma7bEVm010351t1	K19511
Dapma7bEVm015779t1	
Dapma7bEVm007550t1	
Dapma7bEVm005196t1	
Dapma7bEVm004308t1	
Dapma7bEVm006882t1	
Dapma7bEVm030569t1	
Dapma7bEVm027294t1	
Dapma7bEVm002534t1	K12856
Dapma7bEVm002518t1	K12751
Dapma7bEVm001677t1	K18443
Dapma7bEVm028368t1	
Dapma7bEVm011441t1	
Dapma7bEVm002103t1	
Dapma7bEVm001122t1	K04307
Dapma7bEVm004285t1	K24758
Dapma7bEVm018965t1	
Dapma7bEVm000253t1	
Dapma7bEVm004592t1	
Dapma7bEVm000180t1	K01490
Dapma7bEVm006453t1	
Dapma7bEVm015179t1	K01312
Dapma7bEVm028351t1	K04497
Dapma7bEVm018571t1	
Dapma7bEVm003987t1	K20164
Dapma7bEVm004340t1	K08870
Dapma7bEVm002108t1	
Dapma7bEVm002645t1	K01951
Dapma7bEVm022734t1	
Dapma7bEVm004646t1	K06176
Dapma7bEVm028038t1	
Dapma7bEVm003903t1	K04255
Dapma7bEVm000933t1	K14709
Dapma7bEVm001126t1	K05038
Dapma7bEVm004264t1	K27411
Dapma7bEVm000569t1	
Dapma7bEVm001549t1	K18401
Dapma7bEVm016117t1	
Dapma7bEVm004586t1	
Dapma7bEVm002152t1	K19983
Dapma7bEVm006006t1	
Dapma7bEVm029210t1	K20777
Dapma7bEVm000481t1	K21843
Dapma7bEVm003259t1	K01052
Dapma7bEVm027722t1	
Dapma7bEVm000392t1	K08337
Dapma7bEVm003009t1	K20279
Dapma7bEVm006532t1	
Dapma7bEVm003044t1	K14301
Dapma7bEVm010131t1	
Dapma7bEVm001610t1	
Dapma7bEVm003613t1	K05037
Dapma7bEVm010610t1	
Dapma7bEVm002684t1	
Dapma7bEVm000727t1	K21456
Dapma7bEVm002496t1	
Dapma7bEVm009810t1	K20241
Dapma7bEVm005593t1	K13127
Dapma7bEVm006115t1	
Dapma7bEVm005961t1	K01001
Dapma7bEVm015670t1	
Dapma7bEVm028376t1	
Dapma7bEVm010752t1	
Dapma7bEVm010836t1	K15015
Dapma7bEVm003791t1	
Dapma7bEVm007422t1	
Dapma7bEVm007275t1	
Dapma7bEVm005895t1	K12384
Dapma7bEVm011710t1	
Dapma7bEVm027356t1	
Dapma7bEVm027413t1	
Dapma7bEVm004221t1	K08056
Dapma7bEVm003247t1	K17711
Dapma7bEVm003701t1	
Dapma7bEVm005597t1	K00639
Dapma7bEVm028653t1	
Dapma7bEVm005325t1	
Dapma7bEVm010512t1	
Dapma7bEVm028317t1	K09313
Dapma7bEVm000319t1	K00791
Dapma7bEVm018446t1	
Dapma7bEVm002330t1	
Dapma7bEVm019650t1	
Dapma7bEVm015428t1	K14863
Dapma7bEVm001194t1	K14169
Dapma7bEVm009654t1	K01255
Dapma7bEVm006557t1	K08489
Dapma7bEVm011203t1	K11979
Dapma7bEVm002172t1	K11723
Dapma7bEVm027496t1	
Dapma7bEVm004380t1	K17776
Dapma7bEVm004354t1	
Dapma7bEVm001822t1	
Dapma7bEVm004812t1	
Dapma7bEVm000620t1	K06671
Dapma7bEVm002228t1	
Dapma7bEVm004371t1	K23340
Dapma7bEVm022712t1	K13356
Dapma7bEVm001720t1	K14536
Dapma7bEVm010654t1	K02966
Dapma7bEVm005075t1	K20168
Dapma7bEVm000573t1	
Dapma7bEVm004211t1	K19199
Dapma7bEVm006839t1	K13121
Dapma7bEVm001382t1	K24971
Dapma7bEVm006847t1	K25745
Dapma7bEVm002762t1	
Dapma7bEVm009209t1	K18188
Dapma7bEVm004174t1	K17506
Dapma7bEVm005673t1	
Dapma7bEVm006260t1	
Dapma7bEVm001859t1	
Dapma7bEVm008273t1	
Dapma7bEVm010129t1	
Dapma7bEVm002489t1	K24864
