,Daphnia_magna,Drosophilia_melanogaster,Homo_sapiens,Daphnia_pulex
7398,Dapma7bEVm026727,FBgn0053868;FBgn0053870;FBgn0053872;FBgn0053874;FBgn0053876;FBgn0053878;FBgn0053880;FBgn0053882;FBgn0053884;FBgn0053886;FBgn0053888;FBgn0053890;FBgn0053892;FBgn0053894;FBgn0053896;FBgn0053898;FBgn0053900;FBgn0053902;FBgn0053904;FBgn0053906;FBgn0053908;FBgn0053910;FBgn0061209,H2BFS;HIST1H2BA;HIST1H2BB;HIST1H2BC;HIST1H2BD;HIST1H2BE;HIST1H2BF;HIST1H2BG;HIST1H2BH;HIST1H2BI;HIST1H2BJ;HIST1H2BK;HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BO;HIST2H2BE;HIST3H2BB,DAPPUDRAFT_127266;DAPPUDRAFT_127284;DAPPUDRAFT_17898;DAPPUDRAFT_312297;DAPPUDRAFT_312334;DAPPUDRAFT_312357;DAPPUDRAFT_312394;DAPPUDRAFT_312397;DAPPUDRAFT_312593;DAPPUDRAFT_43976;DAPPUDRAFT_44001;DAPPUDRAFT_44061;DAPPUDRAFT_44131;DAPPUDRAFT_44134;DAPPUDRAFT_50367;DAPPUDRAFT_97043;DAPPUDRAFT_97169;DAPPUDRAFT_97288
7399,Dapma7bEVm021733,,,
7400,Dapma7bEVm022339,,,
7401,Dapma7bEVm016176,,,DAPPUDRAFT_320183
7402,Dapma7bEVm021838,,,
7403,Dapma7bEVm025572,,,
7404,Dapma7bEVm020017,,,
7405,Dapma7bEVm020915,,,
7406,Dapma7bEVm018284,,,
7407,Dapma7bEVm012614,,,DAPPUDRAFT_117437;DAPPUDRAFT_334678;DAPPUDRAFT_334930
7408,Dapma7bEVm020998,FBgn0285948,RPL27A,
7409,Dapma7bEVm029326,,,
7410,Dapma7bEVm026249,,,
7411,Dapma7bEVm013123,,,
7412,Dapma7bEVm030617,,,
7413,Dapma7bEVm017386,,ALG12;ZBED1;ZBED4;ZBED6,
7414,Dapma7bEVm012557,,,
7415,Dapma7bEVm018279,,,
7416,Dapma7bEVm026577,,,
7417,Dapma7bEVm016864,,,
7418,Dapma7bEVm022011,FBgn0037816,CDK5RAP1;CDKAL1,
7419,Dapma7bEVm013032,FBgn0033942,,DAPPUDRAFT_300526
7420,Dapma7bEVm015159,,,DAPPUDRAFT_328424
7421,Dapma7bEVm000143,FBgn0015032,CYP4V2;CYP4X1,DAPPUDRAFT_192258;DAPPUDRAFT_235307;DAPPUDRAFT_306533;DAPPUDRAFT_312044;DAPPUDRAFT_312048;DAPPUDRAFT_320218;DAPPUDRAFT_42950
7422,Dapma7bEVm018277,,,
7423,Dapma7bEVm017388,,,
7424,Dapma7bEVm016931,,,
7425,Dapma7bEVm025765,,,
7426,Dapma7bEVm018355,,,
7427,Dapma7bEVm018249,,,
7428,Dapma7bEVm003576,FBgn0261534,,DAPPUDRAFT_318636
7429,Dapma7bEVm015211,,,
7430,Dapma7bEVm013471,,,
7431,Dapma7bEVm027510,,,
7432,Dapma7bEVm025760,,,
7433,Dapma7bEVm023200,,,DAPPUDRAFT_324323
7434,Dapma7bEVm023229,,EIF4ENIF1,DAPPUDRAFT_306491
7435,Dapma7bEVm014846,,,
7436,Dapma7bEVm010906,FBgn0030222;FBgn0030223;FBgn0039640;FBgn0039656;FBgn0046253;FBgn0051445;FBgn0263236;FBgn0285963,ANPEP;ENPEP;FLJ90650;LOC101929950;LVRN;NPEPPS;TRHDE,DAPPUDRAFT_115736;DAPPUDRAFT_196131;DAPPUDRAFT_203789;DAPPUDRAFT_203795;DAPPUDRAFT_203797;DAPPUDRAFT_218787;DAPPUDRAFT_243400;DAPPUDRAFT_302210;DAPPUDRAFT_302859;DAPPUDRAFT_304409;DAPPUDRAFT_317254;DAPPUDRAFT_329565;DAPPUDRAFT_331359;DAPPUDRAFT_61964
7437,Dapma7bEVm007329,FBgn0016715;FBgn0029712,HDHD3,DAPPUDRAFT_202438
7438,Dapma7bEVm028215,FBgn0037184,TEFM,DAPPUDRAFT_97664
7439,Dapma7bEVm011209,FBgn0025743;FBgn0044826;FBgn0267698,PAK1;PAK2;PAK3,DAPPUDRAFT_301285
7440,Dapma7bEVm010760,FBgn0030740;FBgn0040364;FBgn0040398,,DAPPUDRAFT_308930
7441,Dapma7bEVm025669,,,
7442,Dapma7bEVm008790,,,DAPPUDRAFT_306386
7443,Dapma7bEVm029042,,,
7444,Dapma7bEVm010088,,,DAPPUDRAFT_237268
7445,Dapma7bEVm012979,,,
7446,Dapma7bEVm003498,FBgn0015546;FBgn0036486,MSH2;MSH6,DAPPUDRAFT_303932
7447,Dapma7bEVm018540,FBgn0022787,BTAF1,DAPPUDRAFT_313238
7448,Dapma7bEVm006081,FBgn0023180,ORC6;ORC6L,DAPPUDRAFT_304828;DAPPUDRAFT_337598
7449,Dapma7bEVm029364,,,
7450,Dapma7bEVm016765,,,
7451,Dapma7bEVm003399,,RTP1;RTP2;RTP3;RTP4;RTP5,DAPPUDRAFT_252145
7452,Dapma7bEVm004964,,,DAPPUDRAFT_303670
7453,Dapma7bEVm026627,,,
7454,Dapma7bEVm018951,,,
7455,Dapma7bEVm014332,,,
7456,Dapma7bEVm004665,FBgn0032016;FBgn0039139,METTL14;METTL3,DAPPUDRAFT_192406;DAPPUDRAFT_305196
7457,Dapma7bEVm026371,,,
7458,Dapma7bEVm010162,FBgn0086785,VPS36,DAPPUDRAFT_108217
7459,Dapma7bEVm007401,,ANKDD1A;ANKDD1B,DAPPUDRAFT_319582;DAPPUDRAFT_320614
7460,Dapma7bEVm004030,FBgn0032006,CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB,DAPPUDRAFT_114299;DAPPUDRAFT_253800;DAPPUDRAFT_302458;DAPPUDRAFT_302459;DAPPUDRAFT_305264;DAPPUDRAFT_308023;DAPPUDRAFT_325477;DAPPUDRAFT_331276;DAPPUDRAFT_4284;DAPPUDRAFT_43719;DAPPUDRAFT_44144;DAPPUDRAFT_53509;DAPPUDRAFT_58353;DAPPUDRAFT_58385;DAPPUDRAFT_64428
7461,Dapma7bEVm025250,,,
7462,Dapma7bEVm002558,FBgn0033354,FANCI,DAPPUDRAFT_309623
7463,Dapma7bEVm011393,,,DAPPUDRAFT_318019;DAPPUDRAFT_318021
7464,Dapma7bEVm001268,,,
7465,Dapma7bEVm025978,,,
7466,Dapma7bEVm030625,,,
7467,Dapma7bEVm021378,,,
7468,Dapma7bEVm000324,,ENDOU,DAPPUDRAFT_347694;DAPPUDRAFT_347695;DAPPUDRAFT_347697;DAPPUDRAFT_347698;DAPPUDRAFT_347699;DAPPUDRAFT_69104
7469,Dapma7bEVm025982,,,
7470,Dapma7bEVm004090,FBgn0037022,TRAPPC12,DAPPUDRAFT_62103
7471,Dapma7bEVm003890,,,DAPPUDRAFT_307572;DAPPUDRAFT_320690
7472,Dapma7bEVm008764,,,
7473,Dapma7bEVm005473,FBgn0036862,PPP1R3E;PPP1R3G,DAPPUDRAFT_39237
7474,Dapma7bEVm001599,,,DAPPUDRAFT_301033
7475,Dapma7bEVm005161,,,DAPPUDRAFT_218978;DAPPUDRAFT_69060;DAPPUDRAFT_70929
7476,Dapma7bEVm011609,,,DAPPUDRAFT_318296
7477,Dapma7bEVm001293,,,
7478,Dapma7bEVm025179,,,
7479,Dapma7bEVm017387,,,
7480,Dapma7bEVm012381,,,
7481,Dapma7bEVm016762,,,
7482,Dapma7bEVm025276,,,
7483,Dapma7bEVm012752,,,
7484,Dapma7bEVm003056,FBgn0026015;FBgn0040268,TOP3A;TOP3B,
7485,Dapma7bEVm021983,,,
7486,Dapma7bEVm017409,,,
7487,Dapma7bEVm006655,,,DAPPUDRAFT_236360
7488,Dapma7bEVm026699,,,
7489,Dapma7bEVm005192,FBgn0001285;FBgn0003356;FBgn0003357;FBgn0003358;FBgn0020906;FBgn0023197;FBgn0030688;FBgn0031653;FBgn0031654;FBgn0035661;FBgn0035663;FBgn0035665;FBgn0035666;FBgn0035667;FBgn0035669;FBgn0035670;FBgn0035678;FBgn0035886;FBgn0035887;FBgn0036015;FBgn0036022;FBgn0036023;FBgn0036024;FBgn0036264;FBgn0036738;FBgn0039777;FBgn0039778;FBgn0040060;FBgn0052382;FBgn0052383;FBgn0250815,KLK1;KLK13;KLK14;KLK2;KLK5;KLK6;KLK7;KLK8;KLNA1;KLNL;PRSS36;PRSS43;PRSS53;ST14;TMPRSS11E;TMPRSS5;TMPRSS6;TMPRSS7;TMPRSS9;serase-1B,DAPPUDRAFT_195659;DAPPUDRAFT_215874;DAPPUDRAFT_223905;DAPPUDRAFT_302564;DAPPUDRAFT_316896;DAPPUDRAFT_33543;DAPPUDRAFT_49162;DAPPUDRAFT_49170;DAPPUDRAFT_49241
7490,Dapma7bEVm002557,,AMBRA1,DAPPUDRAFT_16207;DAPPUDRAFT_313380;DAPPUDRAFT_324271;DAPPUDRAFT_331334;DAPPUDRAFT_336468
7491,Dapma7bEVm009336,,,
7492,Dapma7bEVm010622,FBgn0025716,ACTL6A;ACTL6B,DAPPUDRAFT_192057
7493,Dapma7bEVm013392,,,
7494,Dapma7bEVm012662,,,
7495,Dapma7bEVm005315,FBgn0039741,SLC25A51;SLC25A52;SLC25A53,DAPPUDRAFT_308105
7496,Dapma7bEVm007436,,EMX1;EMX2,DAPPUDRAFT_109139;DAPPUDRAFT_38036
7497,Dapma7bEVm011383,FBgn0052441,EMC10,DAPPUDRAFT_307786
7498,Dapma7bEVm004933,,,DAPPUDRAFT_240592
7499,Dapma7bEVm009704,FBgn0250786,CHD1;CHD2,DAPPUDRAFT_227473
7500,Dapma7bEVm009175,,,
7501,Dapma7bEVm021885,,,
7502,Dapma7bEVm009261,,,
7503,Dapma7bEVm013595,,,
7504,Dapma7bEVm013693,,,
7505,Dapma7bEVm014709,,AGMAT,
7506,Dapma7bEVm021533,,,
7507,Dapma7bEVm020583,,,
7508,Dapma7bEVm022421,,,
7509,Dapma7bEVm009025,,,DAPPUDRAFT_303278
7510,Dapma7bEVm021787,,,
7511,Dapma7bEVm018233,,,
7512,Dapma7bEVm012449,,,
7513,Dapma7bEVm028262,FBgn0032077,,DAPPUDRAFT_104576
7514,Dapma7bEVm003589,,,DAPPUDRAFT_347607;DAPPUDRAFT_347608;DAPPUDRAFT_347609
7515,Dapma7bEVm023697,FBgn0028875;FBgn0032151;FBgn0086778,CHRFAM7A;CHRNA10;CHRNA7;CHRNA9,DAPPUDRAFT_39496
7516,Dapma7bEVm008860,,,
7517,Dapma7bEVm024819,,,
7518,Dapma7bEVm006711,,FANCM,DAPPUDRAFT_48010
7519,Dapma7bEVm021151,,,
7520,Dapma7bEVm025429,,,
7521,Dapma7bEVm005470,FBgn0022772;FBgn0035918,CDC6;ORC1;ORC1L,DAPPUDRAFT_194189
7522,Dapma7bEVm000484,FBgn0035901,PUS7;PUS7L,DAPPUDRAFT_103224;DAPPUDRAFT_303951;DAPPUDRAFT_303955;DAPPUDRAFT_318406;DAPPUDRAFT_318408;DAPPUDRAFT_62909
7523,Dapma7bEVm026655,,,
7524,Dapma7bEVm013050,,,
7525,Dapma7bEVm005379,FBgn0052418,MGC3731;NOL12,DAPPUDRAFT_120825;DAPPUDRAFT_228526;DAPPUDRAFT_309451
7526,Dapma7bEVm008837,,,DAPPUDRAFT_300289
7527,Dapma7bEVm010771,FBgn0086913,RAB26;RAB37,DAPPUDRAFT_299988
7528,Dapma7bEVm015383,FBgn0031489;FBgn0034800;FBgn0039464,UPP1;UPP2,DAPPUDRAFT_305911
7529,Dapma7bEVm006586,FBgn0027865,CD151;TSPAN11;TSPAN16,
7530,Dapma7bEVm011071,FBgn0027843;FBgn0027844;FBgn0037788;FBgn0038956;FBgn0039235;FBgn0039486;FBgn0039838;FBgn0040628;FBgn0040629,CA13;CA2;CA3;CA5A;CA5B;CA7;CA8;HEL-76;HEL-S-167mP,DAPPUDRAFT_442497;DAPPUDRAFT_442498
7531,Dapma7bEVm018304,,,
7532,Dapma7bEVm021281,,,
7533,Dapma7bEVm018353,,,
7534,Dapma7bEVm027925,FBgn0028560;FBgn0033644;FBgn0034247;FBgn0036316;FBgn0037386;FBgn0050035,SLC2A10;SLC2A12;SLC2A13;SLC2A6;SLC2A8,DAPPUDRAFT_227773;DAPPUDRAFT_308192;DAPPUDRAFT_325252;DAPPUDRAFT_325263;DAPPUDRAFT_326061;DAPPUDRAFT_326063;DAPPUDRAFT_59739;DAPPUDRAFT_62878
7535,Dapma7bEVm016936,,,
7536,Dapma7bEVm009562,FBgn0004611;FBgn0262738,PLCB1;PLCB2;PLCB3;PLCB4,DAPPUDRAFT_206341;DAPPUDRAFT_226357
7537,Dapma7bEVm004972,,,
7538,Dapma7bEVm008729,,,
7539,Dapma7bEVm025745,,,
7540,Dapma7bEVm006379,FBgn0032906,RPA2;RPA4,DAPPUDRAFT_226387;DAPPUDRAFT_239719
7541,Dapma7bEVm026335,,,
7542,Dapma7bEVm013949,,,
7543,Dapma7bEVm011585,,,DAPPUDRAFT_442634
7544,Dapma7bEVm000074,FBgn0052311;FBgn0053519;FBgn0086906,,DAPPUDRAFT_105670
7545,Dapma7bEVm009930,FBgn0010078,RPL23,DAPPUDRAFT_300630
7546,Dapma7bEVm004311,FBgn0037781,FANCL,DAPPUDRAFT_215303
7547,Dapma7bEVm011000,FBgn0038426,MRPS33,DAPPUDRAFT_306951
7548,Dapma7bEVm002717,FBgn0029997,NCKIPSD,DAPPUDRAFT_306850
7549,Dapma7bEVm018581,FBgn0000147;FBgn0024227,AURKA;AURKB;AURKC,DAPPUDRAFT_111210;DAPPUDRAFT_308251
7550,Dapma7bEVm011992,,,DAPPUDRAFT_103026;DAPPUDRAFT_108484;DAPPUDRAFT_111607;DAPPUDRAFT_224483;DAPPUDRAFT_253743;DAPPUDRAFT_255633;DAPPUDRAFT_260927;DAPPUDRAFT_260938;DAPPUDRAFT_268273;DAPPUDRAFT_314237;DAPPUDRAFT_323557;DAPPUDRAFT_325755;DAPPUDRAFT_327085;DAPPUDRAFT_335870
7551,Dapma7bEVm006531,FBgn0037688,BLZF1,DAPPUDRAFT_304371
7552,Dapma7bEVm004140,,SASS6,DAPPUDRAFT_238610
7553,Dapma7bEVm002604,FBgn0036463,RECK,DAPPUDRAFT_330316
7554,Dapma7bEVm005160,FBgn0000015,HOXA10;HOXA11;HOXA9;HOXB8;HOXB9;HOXC10;HOXC11;HOXC8;HOXC9;HOXD10;HOXD11;HOXD9,DAPPUDRAFT_347213
7555,Dapma7bEVm005656,FBgn0011570,CAPZB,DAPPUDRAFT_304315
7556,Dapma7bEVm015198,,,
7557,Dapma7bEVm005507,,,DAPPUDRAFT_310179
7558,Dapma7bEVm011338,FBgn0033426;FBgn0052549,NT5DC2;NT5DC3,DAPPUDRAFT_191633;DAPPUDRAFT_304969
7559,Dapma7bEVm005534,,,DAPPUDRAFT_251945
7560,Dapma7bEVm014048,,,
7561,Dapma7bEVm005059,FBgn0035270,,DAPPUDRAFT_63917
7562,Dapma7bEVm030634,,,
7563,Dapma7bEVm013495,,,
7564,Dapma7bEVm014796,,,
7565,Dapma7bEVm016156,,,
7566,Dapma7bEVm028655,FBgn0036485;FBgn0044872,FUT3;FUT4;FUT5;FUT6;FUT7;FUT9,
7567,Dapma7bEVm010247,FBgn0030590;FBgn0030592;FBgn0030598,CHDH,DAPPUDRAFT_213335
7568,Dapma7bEVm012003,,,
7569,Dapma7bEVm021616,,,
7570,Dapma7bEVm026747,,,
7571,Dapma7bEVm008808,,,
7572,Dapma7bEVm018206,FBgn0001233;FBgn0039562,EL52;HEL-S-125m;HSP90AA1;HSP90AB1;HSP90B1,
7573,Dapma7bEVm000598,FBgn0024277,KALRN;TRIO,DAPPUDRAFT_314613
7574,Dapma7bEVm009500,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
7575,Dapma7bEVm025022,,,
7576,Dapma7bEVm008773,,,
7577,Dapma7bEVm000114,,,
7578,Dapma7bEVm015000,FBgn0032473;FBgn0262160,,DAPPUDRAFT_267072
7579,Dapma7bEVm014845,,,
7580,Dapma7bEVm025488,,,
7581,Dapma7bEVm009380,,,
7582,Dapma7bEVm012519,,,
7583,Dapma7bEVm010829,,,DAPPUDRAFT_311122
7584,Dapma7bEVm012624,,,
7585,Dapma7bEVm022164,,,
7586,Dapma7bEVm025797,FBgn0028931;FBgn0031874,ALG12;ZBED1;ZBED4;ZBED6,
7587,Dapma7bEVm008879,,HARBI1,DAPPUDRAFT_49764
7588,Dapma7bEVm014047,,,
7589,Dapma7bEVm008487,,,
7590,Dapma7bEVm015639,,,
7591,Dapma7bEVm018373,,NUTF2,
7592,Dapma7bEVm015259,,,
7593,Dapma7bEVm020503,,,
7594,Dapma7bEVm018222,,,
7595,Dapma7bEVm020684,,IAH1,
7596,Dapma7bEVm020800,,CDC14A;CDC14B;CDC14C,
7597,Dapma7bEVm016991,,,
7598,Dapma7bEVm007794,FBgn0026315;FBgn0026754;FBgn0026755;FBgn0026756;FBgn0031887;FBgn0036842;FBgn0038082;FBgn0038083;FBgn0039085;FBgn0039086;FBgn0039087;FBgn0040091;FBgn0040250;FBgn0040251;FBgn0040252;FBgn0040253;FBgn0040255;FBgn0040256;FBgn0040257;FBgn0040259;FBgn0040260;FBgn0040261;FBgn0040262;FBgn0042179;FBgn0050438;FBgn0051002,LOC101929773;UGT1A1;UGT1A10;UGT1A3;UGT1A4;UGT1A5;UGT1A6;UGT1A7;UGT1A8;UGT1A9;UGT2A1;UGT2A3;UGT2B10;UGT2B11;UGT2B15;UGT2B17;UGT2B28;UGT2B4;UGT2B7;UGT3A1;UGT3A2;UGT8,DAPPUDRAFT_127734;DAPPUDRAFT_196057;DAPPUDRAFT_199280;DAPPUDRAFT_243524;DAPPUDRAFT_2442;DAPPUDRAFT_301113;DAPPUDRAFT_301114;DAPPUDRAFT_301445;DAPPUDRAFT_301446;DAPPUDRAFT_308463;DAPPUDRAFT_317311;DAPPUDRAFT_317312;DAPPUDRAFT_317313;DAPPUDRAFT_321427;DAPPUDRAFT_330188;DAPPUDRAFT_42213;DAPPUDRAFT_49730;DAPPUDRAFT_63336;DAPPUDRAFT_64259;DAPPUDRAFT_64677;DAPPUDRAFT_64710;DAPPUDRAFT_66055;DAPPUDRAFT_99426
7599,Dapma7bEVm021374,,,
7600,Dapma7bEVm007267,FBgn0031906;FBgn0035711,RASL11A;RASL11B;RASL12;RERG;RERGL;RIT1;RIT2,DAPPUDRAFT_251265;DAPPUDRAFT_4209
7601,Dapma7bEVm026656,,,
7602,Dapma7bEVm029317,,POGK,
7603,Dapma7bEVm014283,,,
7604,Dapma7bEVm022013,,,
7605,Dapma7bEVm009185,,,
7606,Dapma7bEVm025694,,,
7607,Dapma7bEVm026378,,,
7608,Dapma7bEVm022463,,,
7609,Dapma7bEVm003887,,,DAPPUDRAFT_105855
7610,Dapma7bEVm026822,,,
7611,Dapma7bEVm005698,,CLEC19A;CLEC3B;CLEC4M;PAP;REG1A;REG1B;REG3A;REG3G;REG4,DAPPUDRAFT_100919
7612,Dapma7bEVm026861,,,
7613,Dapma7bEVm027964,FBgn0050446;FBgn0259977,DDC;HDC,DAPPUDRAFT_188046;DAPPUDRAFT_221579
7614,Dapma7bEVm023051,,,
7615,Dapma7bEVm018192,,METTL24,DAPPUDRAFT_105421;DAPPUDRAFT_107780;DAPPUDRAFT_110191;DAPPUDRAFT_111599;DAPPUDRAFT_111605;DAPPUDRAFT_111606;DAPPUDRAFT_118494;DAPPUDRAFT_225476;DAPPUDRAFT_234477;DAPPUDRAFT_234478;DAPPUDRAFT_239346;DAPPUDRAFT_239884;DAPPUDRAFT_239885;DAPPUDRAFT_246507;DAPPUDRAFT_248919;DAPPUDRAFT_253732;DAPPUDRAFT_253759;DAPPUDRAFT_260923;DAPPUDRAFT_266643;DAPPUDRAFT_266929;DAPPUDRAFT_274746;DAPPUDRAFT_311810;DAPPUDRAFT_325714;DAPPUDRAFT_327649;DAPPUDRAFT_330617;DAPPUDRAFT_330637;DAPPUDRAFT_7071;DAPPUDRAFT_95368
7616,Dapma7bEVm011272,,SIVA1,DAPPUDRAFT_308753;DAPPUDRAFT_314729
7617,Dapma7bEVm026878,,,
7618,Dapma7bEVm014713,,,
7619,Dapma7bEVm014588,,,
7620,Dapma7bEVm026042,,,
7621,Dapma7bEVm014306,,,
7622,Dapma7bEVm014840,,,
7623,Dapma7bEVm027027,,,
7624,Dapma7bEVm028892,,ABCC11;ABCC12;ABCC5,
7625,Dapma7bEVm004831,FBgn0030996,TMEM185A;TMEM185B,DAPPUDRAFT_307386
7626,Dapma7bEVm025630,,,
7627,Dapma7bEVm005787,,,
7628,Dapma7bEVm010655,,,DAPPUDRAFT_220721
7629,Dapma7bEVm016260,,,
7630,Dapma7bEVm000285,FBgn0051019;FBgn0265726,AGBL1;AGTPBP1,DAPPUDRAFT_222178
7631,Dapma7bEVm019807,FBgn0000667,ACTN1;ACTN2;ACTN3;ACTN4,
7632,Dapma7bEVm021056,,,
7633,Dapma7bEVm009419,,,
7634,Dapma7bEVm007352,FBgn0011606;FBgn0032243,KIF21A;KIF21B;KIF27;KIF4A;KIF4B;KIF7,
7635,Dapma7bEVm028802,,,
7636,Dapma7bEVm025128,,,
7637,Dapma7bEVm002272,FBgn0033196,FLVCR1;FLVCR2;SLC49A3,DAPPUDRAFT_300993;DAPPUDRAFT_324534;DAPPUDRAFT_329237;DAPPUDRAFT_62360
7638,Dapma7bEVm009110,,,
7639,Dapma7bEVm005700,,,DAPPUDRAFT_225545
7640,Dapma7bEVm029120,,,
7641,Dapma7bEVm011971,,,
7642,Dapma7bEVm005216,FBgn0003450;FBgn0030051;FBgn0030925;FBgn0030926;FBgn0034139;FBgn0034796;FBgn0038113;FBgn0038114;FBgn0039628;FBgn0039629;FBgn0039630,,DAPPUDRAFT_241413
7643,Dapma7bEVm016873,,,DAPPUDRAFT_98392
7644,Dapma7bEVm013369,FBgn0033869,,
7645,Dapma7bEVm011799,,ALG12;ZBED1;ZBED4;ZBED6,
7646,Dapma7bEVm024856,,,
7647,Dapma7bEVm016237,,,DAPPUDRAFT_333598
7648,Dapma7bEVm007389,,,
7649,Dapma7bEVm011487,,GM2A,DAPPUDRAFT_256184;DAPPUDRAFT_309202;DAPPUDRAFT_309222;DAPPUDRAFT_310240
7650,Dapma7bEVm026864,,,
7651,Dapma7bEVm023126,,,
7652,Dapma7bEVm007339,,,DAPPUDRAFT_221074;DAPPUDRAFT_234280
7653,Dapma7bEVm012525,,,
7654,Dapma7bEVm005592,FBgn0031976;FBgn0034166,,DAPPUDRAFT_220403;DAPPUDRAFT_220405;DAPPUDRAFT_232987;DAPPUDRAFT_245406;DAPPUDRAFT_245413;DAPPUDRAFT_245418;DAPPUDRAFT_303060;DAPPUDRAFT_303061;DAPPUDRAFT_303062;DAPPUDRAFT_310411;DAPPUDRAFT_310571;DAPPUDRAFT_95152
7655,Dapma7bEVm011545,,,DAPPUDRAFT_334955
7656,Dapma7bEVm000633,,,DAPPUDRAFT_328316
7657,Dapma7bEVm013099,,,
7658,Dapma7bEVm010203,FBgn0027948,CKAP5,DAPPUDRAFT_299544
7659,Dapma7bEVm028880,,THAP9,
7660,Dapma7bEVm018686,,,DAPPUDRAFT_104345;DAPPUDRAFT_225089;DAPPUDRAFT_227138;DAPPUDRAFT_229958;DAPPUDRAFT_244841;DAPPUDRAFT_319515;DAPPUDRAFT_325531;DAPPUDRAFT_336270;DAPPUDRAFT_336272
7661,Dapma7bEVm017425,,,
7662,Dapma7bEVm015471,FBgn0030853;FBgn0036706,NDUFV2,DAPPUDRAFT_231246
7663,Dapma7bEVm029453,,,
7664,Dapma7bEVm004027,FBgn0036828,PRPF6,DAPPUDRAFT_303888
7665,Dapma7bEVm027083,,,
7666,Dapma7bEVm014299,,,
7667,Dapma7bEVm001371,,MAN2C1,DAPPUDRAFT_333758
7668,Dapma7bEVm015310,,,DAPPUDRAFT_331990
7669,Dapma7bEVm014769,,,
7670,Dapma7bEVm007689,FBgn0036805,CHMP1B,DAPPUDRAFT_231406;DAPPUDRAFT_305016
7671,Dapma7bEVm027872,FBgn0000180,AQP1;AQP2;AQP4;AQP5;AQP6;MIP,
7672,Dapma7bEVm000244,,CPNE1;CPNE2;CPNE3;CPNE4;CPNE5;CPNE6;CPNE7;CPNE8;CPNE9;RBM12,DAPPUDRAFT_207632;DAPPUDRAFT_318381
7673,Dapma7bEVm023076,,,DAPPUDRAFT_326443
7674,Dapma7bEVm003507,FBgn0030091;FBgn0051510,,DAPPUDRAFT_225377;DAPPUDRAFT_305135
7675,Dapma7bEVm003016,FBgn0053180,RANBP17;XPO7,DAPPUDRAFT_326386
7676,Dapma7bEVm004123,,ANKK1;RIPK4;dik,
7677,Dapma7bEVm003179,,LOC101929773;UGT1A1;UGT1A10;UGT1A3;UGT1A4;UGT1A5;UGT1A6;UGT1A7;UGT1A8;UGT1A9;UGT2A1;UGT2A3;UGT2B10;UGT2B11;UGT2B15;UGT2B17;UGT2B28;UGT2B4;UGT2B7;UGT3A1;UGT3A2;UGT8,DAPPUDRAFT_127734;DAPPUDRAFT_196057;DAPPUDRAFT_199280;DAPPUDRAFT_243524;DAPPUDRAFT_2442;DAPPUDRAFT_301113;DAPPUDRAFT_301114;DAPPUDRAFT_301445;DAPPUDRAFT_301446;DAPPUDRAFT_308463;DAPPUDRAFT_317311;DAPPUDRAFT_317312;DAPPUDRAFT_317313;DAPPUDRAFT_321427;DAPPUDRAFT_330188;DAPPUDRAFT_42213;DAPPUDRAFT_49730;DAPPUDRAFT_63336;DAPPUDRAFT_64259;DAPPUDRAFT_64677;DAPPUDRAFT_64710;DAPPUDRAFT_66055;DAPPUDRAFT_99426
7678,Dapma7bEVm004819,,,DAPPUDRAFT_262658
7679,Dapma7bEVm005297,FBgn0030872;FBgn0031757;FBgn0031758;FBgn0036199,SLC25A14;SLC25A27;SLC25A30,DAPPUDRAFT_110481
7680,Dapma7bEVm010270,FBgn0034921,DCP1A;DCP1B,
7681,Dapma7bEVm004578,FBgn0064766,FAM91A1,DAPPUDRAFT_53387
7682,Dapma7bEVm019152,,DKFZp434N222;SLC9A1;SLC9A3;SLC9A5,DAPPUDRAFT_314297
7683,Dapma7bEVm007236,FBgn0029708,GIF;TCN1;TCN2,DAPPUDRAFT_315204
7684,Dapma7bEVm006390,,,DAPPUDRAFT_299674
7685,Dapma7bEVm003261,FBgn0010292,BYSL,DAPPUDRAFT_195940
7686,Dapma7bEVm011045,FBgn0030096,ZPR1,DAPPUDRAFT_200913
7687,Dapma7bEVm015538,,LOC101929773;UGT1A1;UGT1A10;UGT1A3;UGT1A4;UGT1A5;UGT1A6;UGT1A7;UGT1A8;UGT1A9;UGT2A1;UGT2A3;UGT2B10;UGT2B11;UGT2B15;UGT2B17;UGT2B28;UGT2B4;UGT2B7;UGT3A1;UGT3A2;UGT8,DAPPUDRAFT_127734;DAPPUDRAFT_196057;DAPPUDRAFT_199280;DAPPUDRAFT_243524;DAPPUDRAFT_2442;DAPPUDRAFT_301113;DAPPUDRAFT_301114;DAPPUDRAFT_301445;DAPPUDRAFT_301446;DAPPUDRAFT_308463;DAPPUDRAFT_317311;DAPPUDRAFT_317312;DAPPUDRAFT_317313;DAPPUDRAFT_321427;DAPPUDRAFT_330188;DAPPUDRAFT_42213;DAPPUDRAFT_49730;DAPPUDRAFT_63336;DAPPUDRAFT_64259;DAPPUDRAFT_64677;DAPPUDRAFT_64710;DAPPUDRAFT_66055;DAPPUDRAFT_99426
7688,Dapma7bEVm008427,,,DAPPUDRAFT_241440
